index,claims,text_tokens,claim_idx,claim_vector
4212,"[{'start': 0, 'end': 20}]","['ऊर्जा', 'मंत्री', 'श्रीकांत', 'शर्मा', 'ने', 'कहा', '-', 'यूपी', 'में', 'अगले', 'वर्ष', 'जून', 'तक', 'शुरू', 'हो', 'जाएंगे', '50', 'नए', 'ट्रांसमिशन', 'उपकेंद्र', '#ShrikantSharma', '#YogiAdityanath', 'https://t.co/F1BPTr8wjX']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0]"
4213,[],"['यदि', 'ऐसा', 'कुछ', 'है', 'तो', 'बहुत', 'अच्छा', 'निर्णय', 'है', '.', 'लेकिन', 'काश', 'मानसिकता', 'भी', 'बदली', 'होती', 'और', 'जैसा', 'कि', 'आप', 'बता', 'रहे', 'हो', 'बाबरी', 'अस्पताल', 'तो', 'इसका', 'नाम', 'किसी', 'मुस्लिम', 'महापुरुष', 'के', 'नाम', 'पर', 'रखा', 'होता', 'ना', 'कि', 'आक्रांता', 'के', 'नाम', 'पर']",set(),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4214,[],"['मेरी', 'तबीयत', 'में', 'भी', 'अब', 'थोड़ा', 'सुधार', 'है', '।', 'आप', 'लोग', 'ऐसे', 'ही', 'अपना', 'प्यार', 'देते', 'रहिए', '।']",set(),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4215,"[{'start': 8, 'end': 54}]","['फैसले', 'से', 'निराश', '@U91204187', 'ट्वीट', 'किया', ',', '‘', 'दुनिया', 'के', 'बहुत', 'से', 'देशों', 'ने', 'थिएटर', 'खोलने', 'की', 'अनुमति', 'दे', 'दी', 'है', '.', 'हम', 'भारत', 'सरकार', 'से', 'अपील', 'करते', 'हैं', 'कि', 'वह', 'भारत', 'में', 'भी', 'मूवी', 'थिएटर्स', 'खोलने', 'की', 'इजाजत', 'दे', '.', 'हम', 'पूरी', 'सुरक्षा', 'और', 'सेफ्टी', 'के', 'साथ', 'लोगों', 'को', 'सिनेमा', 'का', 'एक्सपीरियंस', 'देंगे', '.', '’', 'https://t.co/FRpMB5ROMx']","{8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53}","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0]"
4216,[],"['मम्मी', 'out', 'तो', 'बेटा', 'बेटिंग', 'करेग\u200dा', '...', 'बेटा', 'out', 'तो', 'मम्मी', 'बेटिंग', 'करेगी', '..', 'चमचों', 'को', 'हमेशा', 'फील्डिंग', 'ही', 'करनी', 'है', '..', '!', '!', '🤣', '🤣']",set(),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4217,[],"['और', 'तेरी', 'औकात', 'है', 'पंचर', 'बनाने', 'की', 'जा', 'पंचर', 'बना', 'मनुस्मृति', 'तेरे', 'जैसे', 'जाहिलो', 'के', 'समझ', 'में', 'नहीं', 'आयेगी', 'दिल्ली', 'में', 'दलित', 'विनोद', 'का', 'सुना', 'है', 'पता', 'है', 'तुम', 'लोगो', 'ने', 'क्या', 'किया', 'था', '?', 'कर्ण', ',', 'एकलव्य', 'अबे', 'जाहिल', 'जा', 'पहले', 'पूरा', 'पढ़', 'कौन', 'क्या', 'था', 'मदरसे', 'की', 'पढ़ाई', 'में', 'तुझे', 'कहा', 'से', 'पता', 'चलेगा']",set(),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4218,"[{'start': 0, 'end': 14}]","['अगर', 'मोदी', 'प्रधानमंत्री', 'बने', 'तो', 'मैं', 'ट्विटर', 'ही', 'नहीं', 'बल्कि', 'देश', 'भी', 'छोड़', 'दूंगा', 'किसी', 'को', 'ये', 'शाहरुख', 'हकला', 'दिखे', 'तो', 'बोलना', 'कि', '5', 'साल', 'होने', 'को', 'आ', 'गए', ',', 'अभी', 'तक', 'भारत', 'क्यों', 'नही', 'छोड़ा', 'इसने', '|']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4219,"[{'start': 0, 'end': 14}, {'start': 16, 'end': 39}]","['पाकिस्तानी', 'सेना', 'ने', 'भारतीय', 'सेना', 'द्वारा', 'ईद', 'पर', 'भेजी', 'जाने', 'वाली', 'मिठाई', 'लौटा', 'दी', ',', 'दरअसल', 'मिठाई', 'में', ""'"", ""'"", 'घी', ""'"", ""'"", 'था', 'और', ""'"", ""'"", 'कुत्तों', ""'"", ""'"", 'को', ""'"", ""'"", 'घी', ""'"", ""'"", 'हजम', 'नहीं', 'होता']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4220,"[{'start': 0, 'end': 10}]","['प्रधानमंत्री', '@U18179557', 'ने', 'पूर्व', 'राष्ट्रपति', '#PranabMukherjee', 'को', 'श्रद्धांजलि', 'अर्पित', 'की', 'https://t.co/Dr2wUULUXC']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
4221,[],"['#IndiaFightsCorona', ':', '📍', 'मानसिक', 'स्वास्थ्य', 'समस्याओं', 'को', 'पहचानें', '▶', '️आस', '-', 'पड़ोस', 'के', 'लोगों', 'व', 'प्रियजनों', 'के', 'प्रति', 'संवेदनशील', 'रहें', 'व', 'उनकी', 'मानसिक', 'स्वास्थ्य', 'समस्याओं', 'के', 'संकेतों', 'को', 'पहचानें', ',', 'जैसे', 'कि', ':', '▪', '️नींद', 'के', 'पैटर्न', 'में', 'बदलाव', '▪', '️नींद', 'और', 'ध्यान', 'केंद्रित', 'करने', 'में', 'कठिनाई', '#IndiaWillWin', 'https://t.co/ZrJtu3aGxk']",set(),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4222,[],"['70', 'साल', 'में', 'पहली', 'बार', '#मोदीचोर', 'के', 'साथ', 'रांची', 'में', '#', 'आयुषभारत', '#', 'पीएमजेलॉंच', 'मोदी', 'चोर']",set(),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4223,"[{'start': 0, 'end': 17}]","['करतारपुर', 'कॉरिडोर', ':', '31', 'अक्टूबर', 'तक', 'प्रोजेक्ट', 'पूरा', 'कर', 'लेगा', 'भारत', ',', 'पाकिस्तान', 'की', 'तरफ', 'काम', 'धीमा', '#KartarpurCorridor', 'https://t.co/k7wJyblb4e', 'https://t.co/HlwkRdvVbJ']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0]"
4224,"[{'start': 0, 'end': 16}]","['आपूर्ति', 'श्रृंखलाओं', 'की', 'मजबूती', 'पर', 'ऑस्ट्रेलिया', '-', 'भारत', '-', 'जापान', 'के', 'आर्थिक', 'मंत्रियों', 'का', 'संयुक्त', 'वक्तव्य', 'विवरण', ':', 'https://t.co/JkZbgXphCu']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0]"
4225,"[{'start': 0, 'end': 14}]","['बिहार', 'में', 'कोई', 'दल', 'अपने', 'बूते', 'चुनाव', 'जीतकर', 'सरकार', 'बनाने', 'की', 'स्थिति', 'में', 'नहीं', ':', 'सुशील', 'मोदी', 'https://t.co/4WqKAYQ2iH']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0]"
4226,"[{'start': 0, 'end': 34}]","['सुशांत', 'केस', 'में', 'सीबीआई', 'जांच', 'का', '12वां', 'दिन', ':', 'रिया', 'के', 'मां', '-', 'पिता', 'से', 'सीबीआई', 'ने', '8', 'घंटे', 'में', '15', 'सवाल', 'पूछे', ';', 'ईडी', 'ने', 'ड्रग्स', 'कनेक्शन', 'में', 'गौरव', 'आर्या', 'से', 'पूछताछ', 'की', 'https://t.co/TSNSBuLQoL', '@U34159232', '#RheaChakraborthy', '#CBI', '#SushantSinghRajput']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]"
4227,[],"['कल', 'ऐसा', 'लग', 'रहा', 'था', 'जैसे', 'अंधभक्तों', 'और', 'सड़कछाप', 'दलालो', 'पर', 'किसी', 'ने', 'कीड़े', 'मारने', 'वाली', 'दवा', 'का', 'छिड़काव', 'कर', 'दिया', 'हो', 'सब', 'के', 'सब', 'बिलबिला', 'रहे', 'थे', '😄', '@U93547465']",set(),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4228,"[{'start': 0, 'end': 9}]","['#MotorolaOne5G', 'स्मार्टफोन', 'हुआ', 'लॉन्च', ',', 'मिलेंगे', 'चार', 'रियर', 'कैमरे', '@U57805921', '#technews', 'https://t.co/FTGfCwKXEY']","{0, 1, 2, 3, 4, 5, 6, 7, 8}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0]"
4229,"[{'start': 0, 'end': 13}]","['पैंगोंग', 'झील', 'के', 'पास', 'चुशूल', '/', 'मोल्दो', 'इलाके', 'में', 'होनी', 'है', 'ये', 'बैठक', '#PangongTso', '#IndiaChinaFaceOff', '(', '@U13536029', ')', 'https://t.co/ZMZJTlXrUC']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
4230,"[{'start': 0, 'end': 14}]","['भारत', 'बायोटेक', 'के', 'वाइस', 'प्रेसिडेंट', 'वीके', 'श्रीनिवास', 'पर', 'कोरोना', 'वैक्सीन', 'का', 'पहला', 'ट्रायल', 'हुआ', '।', 'पहला', 'डोज', 'लेने', 'के', 'तुरंत', 'बाद', 'उन्होंने', 'कहा', ',', 'अपने', 'और', 'अपनी', 'टीम', 'द्वारा', 'विकसित', 'की', 'गई', 'वैक्सीन', 'का', 'ट्रायल', 'लेने', 'वाला', 'पहला', 'व्यक्ति', 'हूं', '।', 'देखिए', ',', 'इन्हें', 'अपने', 'प्रोडक्ट', 'पर', 'कितना', 'विश्वास', 'है', '।']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4231,"[{'start': 1, 'end': 15}]","['जब', 'दिव्यांग', 'बच्चों', 'के', 'साथ', 'खेलते', 'दिखे', 'सुशांत', ',', 'बहन', 'श्वेता', 'ने', 'शेयर', 'किए', 'वीडियो', 'https://t.co/mcLRG1YGL1']","{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14}","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
4232,[],"['क्या', 'आप', 'को', 'पता', 'है', 'कि', '1947', 'से', 'पहले', 'हम', 'सब', 'बिना', 'बाप', 'के', 'थे', '...', '🤔', '🤔', '1947', 'में', 'हमें', 'अपना', 'बाप', 'मिल', 'गया', 'और', '1948', 'में', 'वो', 'हमें', 'छोड़', 'कर', 'चला', 'गया', '😂', '😂']",set(),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4233,[],"['@U89098441', '@U80230402', '@U93196315', 'साले', 'चिढ़े', 'हुए', 'हैं', ',', ',', 'कोई', 'दूसरा', 'गड्ढा', 'ना', 'भर', 'दें', '।', '😂', '😂']",set(),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4234,"[{'start': 8, 'end': 15}]","['#MadhyaPradesh', ':', 'आरोपी', 'फारुख', 'खान', 'ने', 'कहा', ""'"", 'नाबालिग', 'बेटे', 'की', 'वजह', 'से', 'हुआ', 'ऐसा', ""'"", 'https://t.co/z1lctrDVaC']","{8, 9, 10, 11, 12, 13, 14}","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0]"
4235,"[{'start': 0, 'end': 21}]","['तीसरे', 'टी', '-', '20', 'मैच', 'में', 'पाकिस्तान', 'ने', 'इंग्लैंड', 'को', '5', 'रनों', 'से', 'हराया', ',', 'सीरीज', '1', '-', '1', 'से', 'ड्रॉ', '#PakVsEng', '#T20', 'https://t.co/69weTBp7mh']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0]"
4236,"[{'start': 0, 'end': 11}, {'start': 14, 'end': 38}]","['आईपीएल', '2020', 'के', 'दौरान', 'बीसीसीआई', 'करीब', '20', 'हजार', 'कोरोना', 'टेस्ट', 'करावाएगी', '.', 'साथ', 'ही', 'बोर्ड', 'ने', 'इन', 'सभी', 'आईपीएल', 'फ्रेंचाइजियों', 'के', 'लिए', 'होने', 'वाले', 'इन', 'कोविड', '-', '19', 'टेस्ट', 'के', 'लिए', 'भारी', 'भरकम', 'बजट', 'तैयार', 'किया', 'गया', 'है', '.', '@U20969518', '#SportsNews', '#IPL2020', 'https://t.co/hosBvEOAOV']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]"
4237,"[{'start': 2, 'end': 11}]","['#BiharUnlock4Guidelines', ':', 'अब', '21', 'सितंबर', 'से', 'पटना', 'में', 'खुल', 'जाएंगे', 'मंदिर', ',', 'जानिए', 'एंट्री', 'की', 'गाइडलाइन', 'https://t.co/JT19Igtune']","{2, 3, 4, 5, 6, 7, 8, 9, 10}","[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
4238,"[{'start': 1, 'end': 17}]","['@U66299177', 'महाराणा', 'प्रताप', 'के', 'शासनकाल', 'में', 'घास', 'की', 'रोटी', 'खाकर', 'मुगलों', 'के', 'पास', 'बहन', 'बेटी', 'भेजा', 'था', 'क्या', 'आप', 'भी', 'मोदी', 'के', 'पास', 'भेज', 'रहे', 'हो']","{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16}","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4239,[],"['कुछ', 'मूर्ख', 'कहते', 'है', 'कि', 'बीजेपी', 'हिन्दू', '-', 'मुस्लिम', 'करती', 'है', 'तो', 'मूर्खो', 'स्वीडन', 'मे', 'बीजेपी', 'नहीं', 'है', 'फिर', 'भी', 'जल', 'रहा', 'है', '🤔', 'देशप्रेमी', 'बनो', 'जय', 'हिन्द', '🙏']",set(),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4240,"[{'start': 0, 'end': 18}]","['रेव', 'पार्टी', 'में', 'मौजूद', 'नशे', 'में', 'धुत', 'लोगों', 'को', 'पुलिस', 'ने', 'किया', 'गिरफ्तार', ',', 'महिलाएं', 'भी', 'मौजूद', 'थीं', '#Rajasthan', 'https://t.co/QaUS84lQKk']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]"
4241,[],"['कश्मीर', 'के', 'लोगों', 'पर', 'हो', 'रहे', 'ज़ुल्म', 'के', 'खिलाफ', 'आवाज', 'उठाइए', '।']",set(),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4242,"[{'start': 0, 'end': 17}]","['केंद्र', 'सरकार', 'ने', 'प्रत्येक', 'नागरिक', 'को', '2000', 'रुपए', 'का', 'फंड', 'दिए', 'जाने', 'की', 'अनुमति', 'दे', 'दी', 'है', '।', 'यूजर्स', 'को', 'लिंक', 'पर', 'क्लिक', 'करके', 'सामने', 'आया', 'फॉर्म', 'भरे']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4243,"[{'start': 0, 'end': 16}]","['ठेके', 'खुलते', 'ही', 'बीजेपी', 'नेत्री', 'का', 'पहला', 'रुझान', 'आया', 'धन्यवाद', 'मोड़ी', 'जी', 'ठेके', 'खुलवाने', 'के', 'लिए', 'RT', '&', 'FB']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0]"
4244,"[{'start': 0, 'end': 16}]","['कंगना', 'रनौत', 'को', 'सुरक्षा', 'देगी', 'करणी', 'सेना', ',', 'मुंबई', 'एयरपोर्ट', 'से', 'घर', 'तक', 'जाएगी', 'उनके', 'साथ', '-', '#KanganaRanaut', '@U10824872', 'https://t.co/O46TO6qrFd']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0]"
4245,"[{'start': 0, 'end': 14}]","['छत्तीसगढ़', 'में', 'हीरा', 'तस्करी', 'का', 'सबसे', 'बड़ा', 'मामला', 'सामने', 'आया', ',', '171', 'हीरे', 'बरामद', 'https://t.co/AXYiakRijv']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
4246,"[{'start': 0, 'end': 24}]","['देश', 'में', '31', 'मार्च', '2021', 'तक', '81', 'करोड़', 'से', 'भी', 'ज्यादा', 'लाभार्थियों', 'को', 'One', 'Nation', 'One', 'Ration', 'Card', 'Scheme', 'से', 'जोड़ने', 'का', 'प्लान', 'है', '.', 'https://t.co/7c4lxR02jZ']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]"
4247,"[{'start': 0, 'end': 10}]","['डुअल', 'सेल्फी', 'कैमरे', 'वाले', '#OppoF17Pro', 'की', 'बिक्री', 'भारत', 'में', 'शुरू', ',', 'जानें', 'फीचर्स', '@U63023113', 'https://t.co/yfFUAIQmH6']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]"
4248,[],"['ऊपर', 'के', 'चित्र', 'में', 'जज', 'मुरलीधरण', 'है', ',', 'और', 'नीचे', 'के', 'चित्र', 'में', 'सोनिया', 'गाँधी', 'जी', 'का', 'चुनाव', 'फॉर्म', 'भरवाते', 'वकील', 'मुरलीधरण', 'है', '|', 'अब', 'समझे', '।']",set(),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4249,"[{'start': 0, 'end': 21}]","['कोरोना', 'से', 'जंग', 'में', '‘', 'जागो', 'लखनऊ', 'जागो', '’', 'का', 'शंखनाद', ',', 'डीएम', 'ने', 'किया', 'अमर', 'उजाला', 'के', 'अभियान', 'का', 'आगाज', '#Coronavirus', '#covid19', '#Lucknow', '@U91545378', '@U62884163', '@U82100591', '@U55486049', 'https://t.co/Bub5enHqXO']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
4250,"[{'start': 0, 'end': 22}]","['दिल्ली', 'पुलिस', 'के', 'इंस्पेक्टर', 'संजय', 'शर्मा', 'की', 'कोरोना', 'से', 'हुई', 'मृत्यु', ',', 'वसंत', 'कुंज', 'स्थित', 'एक', 'अस्पताल', 'में', 'चल', 'रहा', 'था', 'इलाज', '@U35928075', '#Coronavirus', 'https://t.co/j1PxeUTaYS']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0]"
4251,"[{'start': 0, 'end': 20}, {'start': 25, 'end': 43}]","['जेईई', 'एडवांस', 'पोस्टपोन', 'हुई', 'है', '।', 'कई', 'वेबसाइट', 'पर', 'जेईई', 'एडवांस', 'परीक्षा', 'पोस्टपोन', 'होने', 'का', 'दावा', 'किया', 'जा', 'रहा', 'है', '।', 'दावा', 'है', 'कि', 'पहले', 'ये', 'परीक्षा', '23', 'सितंबर', 'को', 'होनी', 'थी', '।', 'अब', 'इसे', '27', 'सितंबर', 'तक', 'पोस्टपोन', 'कर', 'दिया', 'गया', 'है', '।']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
4252,"[{'start': 0, 'end': 18}]","['रिया', 'से', 'ड्रग', 'केस', 'के', 'सिलसिले', 'में', 'हुई', 'पूछताछ', ',', 'रिया', 'ने', 'ड्रग', 'खरीद', 'की', 'बात', 'की', 'स्वीकार', '-', '#RheaChakraborthy', '#SSRDeathCase', 'https://t.co/h9lU9AFh7a']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0]"
4253,"[{'start': 0, 'end': 24}]","['मुंबई', 'के', 'वडाला', 'स्टेशन', 'पर', 'पाकिस्तान', 'जिंदाबाद', 'के', 'नारे', 'लगाए', 'जा', 'रहे', 'हैं', 'यह', 'सब', 'उद्धव', 'ठाकरे', 'के', 'राज', 'में', 'होना', 'शुरू', 'हो', 'चुका', 'बाल', 'ठाकरे', 'की', 'बात', 'लगती', 'सरकार', 'का', 'समर्थन', 'है', 'ऐसा', 'लगता', 'है']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4254,[],"['हम', 'सब', 'एक', 'हैं', '🙌', 'जात', 'पात', 'से', 'ऊपर', 'उठो', 'और', 'हिंदू', 'बनो', '🚩', 'जय', 'श्री', 'राम', '🙏', 'जय', 'हिंद', 'वंदे', 'मातरम', '🙏']",set(),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4255,"[{'start': 3, 'end': 15}]","['BOX', 'OFFICE', ':', 'कमाई', 'के', 'मामले', 'में', 'साल', '2019', 'की', 'सबसे', 'बड़ी', 'फिल्म', 'बनी', '#KabirSingh', 'https://t.co/HfmcvVbf9z', '@U77089698', '@U54719497', '#कबीरसिंह', 'https://t.co/EL8xDElFAY']","{3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14}","[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]"
